vessel_name,capacity_tons,speed_knots,cargo_weight_tons,cargo_ratio,distance_nm,weather_condition,fuel_type,duration_days,fuel_per_day_tons,total_trip_fuel_tons
Vessel A,5000,21.66,3669.4,0.734,1190.7,Calm,Fuel B,2.29,141.71,324.53
Vessel A,5000,17.01,3121.2,0.624,1424.4,Calm,Fuel B,3.49,67.59,235.77
Vessel B,7000,16.43,4661.6,0.666,686.8,Moderate,Fuel B,1.74,69.79,121.58
Vessel C,4000,9.55,2715.3,0.679,2290.3,Calm,Green Fuel,9.99,12.3,122.88
Vessel D,9000,11.37,2674.8,0.297,248.3,Calm,Fuel B,0.91,18.74,17.06
Vessel A,5000,12.0,4263.8,0.853,1182.0,Rough,Fuel A,4.1,40.97,168.11
Vessel B,7000,14.45,6115.2,0.874,886.3,Moderate,Green Fuel,2.56,66.5,169.97
Vessel D,9000,10.48,5724.2,0.636,2250.3,Rough,Fuel B,8.94,23.4,209.29
Vessel A,5000,18.16,4271.1,0.854,772.6,Calm,Green Fuel,1.77,107.31,190.18
Vessel D,9000,18.26,5704.1,0.634,1330.7,Moderate,Green Fuel,3.04,134.77,409.24
Vessel C,4000,16.08,3606.8,0.902,2320.6,Moderate,Fuel B,6.01,71.05,427.21
Vessel D,9000,11.45,7030.5,0.781,1725.7,Rough,Green Fuel,6.28,37.21,233.6
Vessel B,7000,18.39,5964.7,0.852,1550.5,Moderate,Fuel B,3.51,119.06,418.18
Vessel A,5000,15.54,3096.6,0.619,334.2,Rough,Fuel B,0.9,64.7,57.97
Vessel B,7000,18.62,5198.9,0.743,1361.3,Moderate,Green Fuel,3.05,133.18,405.68
Vessel D,9000,15.03,2697.9,0.3,3567.5,Calm,Fuel B,9.89,39.83,393.91
Vessel A,5000,8.03,1713.5,0.343,1550.9,Calm,Fuel B,8.05,6.57,52.88
Vessel A,5000,13.43,2609.3,0.522,2640.8,Rough,Fuel A,8.19,43.07,352.99
Vessel C,4000,17.84,969.0,0.242,3259.0,Moderate,Fuel B,7.61,61.83,470.61
Vessel C,4000,8.32,1830.7,0.458,422.5,Moderate,Green Fuel,2.12,9.08,19.21
Vessel B,7000,10.94,6020.7,0.86,760.3,Moderate,Fuel A,2.9,24.05,69.67
Vessel C,4000,18.3,1554.7,0.389,2473.3,Calm,Fuel A,5.63,72.19,406.58
Vessel A,5000,16.93,2984.7,0.597,1757.6,Calm,Green Fuel,4.33,77.25,334.24
Vessel B,7000,18.46,5543.9,0.792,901.0,Rough,Fuel A,2.03,126.85,257.95
Vessel A,5000,17.8,3343.2,0.669,2168.7,Moderate,Fuel B,5.08,81.83,415.31
Vessel A,5000,18.96,1224.5,0.245,3516.4,Rough,Fuel B,7.73,95.98,741.82
Vessel A,5000,14.09,4749.4,0.95,506.3,Moderate,Fuel B,1.5,51.36,76.88
Vessel C,4000,20.65,3710.0,0.928,417.7,Moderate,Fuel B,0.84,142.81,120.32
Vessel A,5000,18.52,3627.8,0.726,1274.4,Rough,Fuel B,2.87,118.98,341.15
Vessel B,7000,11.95,2865.6,0.409,1148.3,Calm,Fuel B,4.0,23.68,94.8
Vessel B,7000,19.83,2901.6,0.415,438.1,Calm,Green Fuel,0.92,111.0,102.19
Vessel B,7000,15.87,3337.2,0.477,1519.9,Calm,Green Fuel,3.99,62.97,251.33
Vessel C,4000,20.35,2059.0,0.515,2977.1,Rough,Fuel B,6.1,135.85,828.07
Vessel B,7000,21.71,2211.8,0.316,2348.3,Moderate,Fuel A,4.51,148.7,670.04
Vessel D,9000,21.54,3117.7,0.346,1056.2,Calm,Fuel A,2.04,138.49,282.91
Vessel B,7000,9.24,5229.0,0.747,1064.2,Moderate,Fuel A,4.8,15.15,72.69
Vessel C,4000,17.91,2539.3,0.635,3418.3,Calm,Fuel B,7.95,64.59,513.68
Vessel B,7000,10.32,6695.9,0.957,570.7,Rough,Fuel B,2.3,25.22,58.11
Vessel C,4000,15.64,999.3,0.25,1945.1,Moderate,Green Fuel,5.18,52.81,273.73
Vessel D,9000,19.12,5380.2,0.598,825.9,Calm,Fuel A,1.8,120.35,216.64
Vessel B,7000,8.25,2107.0,0.301,1107.4,Moderate,Fuel B,5.59,7.27,40.67
Vessel A,5000,15.84,4002.9,0.801,447.8,Moderate,Fuel B,1.18,69.87,82.29
Vessel A,5000,13.47,4193.4,0.839,3324.0,Calm,Green Fuel,10.28,42.44,436.34
Vessel B,7000,9.31,3870.0,0.553,557.3,Calm,Fuel B,2.49,12.42,30.98
Vessel A,5000,16.88,4191.7,0.838,2225.5,Calm,Fuel B,5.49,70.89,389.32
Vessel B,7000,14.27,4523.8,0.646,1579.8,Calm,Green Fuel,4.61,57.17,263.76
Vessel C,4000,10.58,3660.8,0.915,1390.0,Moderate,Green Fuel,5.47,22.5,123.18
Vessel B,7000,16.61,1867.4,0.267,2119.8,Rough,Green Fuel,5.32,81.74,434.57
Vessel C,4000,9.71,3120.6,0.78,3923.2,Calm,Fuel B,16.83,13.23,222.59
Vessel C,4000,10.27,840.3,0.21,311.6,Moderate,Fuel A,1.26,12.03,15.21
Vessel B,7000,18.24,2449.5,0.35,2255.0,Rough,Fuel B,5.15,104.6,538.81
Vessel C,4000,18.63,3961.8,0.99,1559.6,Rough,Fuel A,3.49,146.86,512.17
Vessel D,9000,15.36,3559.2,0.395,582.4,Calm,Fuel B,1.58,50.21,79.35
Vessel A,5000,13.88,4621.4,0.924,3045.5,Moderate,Fuel B,9.14,50.83,464.65
Vessel B,7000,18.33,5914.7,0.845,2609.7,Rough,Green Fuel,5.93,167.2,991.69
Vessel D,9000,18.35,2565.7,0.285,864.5,Calm,Green Fuel,1.96,88.47,173.68
Vessel D,9000,9.02,2355.0,0.262,2148.1,Calm,Fuel B,9.93,9.63,95.62
Vessel B,7000,13.05,1783.6,0.255,2682.0,Moderate,Fuel A,8.57,31.43,269.22
Vessel A,5000,20.58,3603.1,0.721,2329.7,Rough,Green Fuel,4.72,196.27,925.58
Vessel C,4000,13.46,2014.4,0.504,2277.3,Calm,Fuel A,7.05,30.88,217.75
Vessel B,7000,14.71,1500.8,0.214,3688.7,Moderate,Fuel B,10.45,40.56,423.9
Vessel C,4000,9.78,3064.6,0.766,3065.1,Rough,Green Fuel,13.05,20.54,268.08
Vessel D,9000,16.89,5038.9,0.56,2254.7,Calm,Fuel A,5.56,73.6,409.34
Vessel D,9000,11.69,2132.1,0.237,3333.2,Moderate,Fuel A,11.88,23.67,281.34
Vessel C,4000,20.64,3527.2,0.882,1493.5,Moderate,Fuel B,3.01,156.63,472.24
Vessel D,9000,10.59,2368.6,0.263,1284.1,Calm,Fuel A,5.05,14.11,71.24
Vessel B,7000,19.98,4320.1,0.617,2476.1,Calm,Fuel A,5.16,118.29,610.84
Vessel A,5000,18.33,3101.0,0.62,3351.3,Calm,Green Fuel,7.62,97.07,739.66
Vessel A,5000,17.72,1328.8,0.266,3140.7,Rough,Fuel B,7.38,86.23,636.74
Vessel A,5000,12.77,1659.3,0.332,2599.0,Calm,Fuel A,8.48,27.36,232.01
Vessel D,9000,17.47,2748.2,0.305,3888.9,Calm,Fuel A,9.28,75.28,698.28
Vessel D,9000,21.31,6124.7,0.681,1222.0,Moderate,Fuel A,2.39,189.83,453.63
Vessel B,7000,13.07,4046.0,0.578,1251.9,Calm,Green Fuel,3.99,36.23,144.66
Vessel A,5000,14.31,2891.9,0.578,2521.0,Moderate,Fuel B,7.34,41.16,302.23
Vessel A,5000,15.52,4416.5,0.883,3406.9,Calm,Green Fuel,9.15,63.93,584.77
Vessel A,5000,12.74,4210.3,0.842,1707.8,Moderate,Fuel B,5.58,34.02,189.96
Vessel A,5000,9.59,2380.9,0.476,312.7,Moderate,Fuel A,1.36,13.41,18.21
Vessel D,9000,17.83,8948.3,0.994,827.8,Calm,Fuel B,1.93,117.46,227.19
Vessel D,9000,20.71,6941.0,0.771,3330.4,Moderate,Fuel A,6.7,165.73,1110.68
Vessel C,4000,21.36,3108.5,0.777,394.3,Rough,Fuel B,0.77,197.18,151.7
Vessel B,7000,17.31,5882.0,0.84,659.9,Moderate,Fuel A,1.59,103.62,164.56
Vessel D,9000,15.69,8282.3,0.92,1548.1,Moderate,Green Fuel,4.11,90.01,369.94
Vessel A,5000,17.05,4552.2,0.91,2617.2,Moderate,Fuel B,6.4,89.52,572.55
Vessel B,7000,9.62,2264.2,0.323,658.1,Calm,Fuel B,2.85,10.33,29.45
Vessel A,5000,17.73,3130.0,0.626,2393.4,Moderate,Green Fuel,5.63,96.97,545.47
Vessel B,7000,20.74,5924.9,0.846,2970.9,Calm,Fuel A,5.97,162.34,968.81
Vessel B,7000,19.93,3661.8,0.523,1364.0,Calm,Fuel A,2.85,117.69,335.69
Vessel B,7000,16.26,2667.2,0.381,3458.7,Calm,Green Fuel,8.86,62.55,554.21
Vessel D,9000,20.46,1888.6,0.21,2881.2,Calm,Fuel B,5.87,110.33,647.5
Vessel A,5000,15.36,3046.7,0.609,741.9,Calm,Green Fuel,2.01,55.16,110.99
Vessel D,9000,12.76,5524.1,0.614,1494.3,Calm,Green Fuel,4.88,38.84,189.56
Vessel C,4000,19.08,2707.2,0.677,2218.1,Calm,Fuel A,4.84,97.03,469.9
Vessel B,7000,14.36,5254.3,0.751,1068.2,Calm,Fuel A,3.1,51.88,160.85
Vessel D,9000,15.08,8740.9,0.971,993.7,Calm,Green Fuel,2.75,72.51,199.14
Vessel C,4000,8.33,3219.9,0.805,694.2,Moderate,Fuel B,3.47,9.48,32.92
Vessel B,7000,9.63,6753.1,0.965,1887.7,Calm,Green Fuel,8.17,17.85,145.83
Vessel A,5000,12.04,4844.5,0.969,3888.8,Calm,Fuel A,13.46,29.69,399.59
Vessel B,7000,15.58,2263.2,0.323,839.7,Moderate,Fuel B,2.25,54.13,121.55
Vessel C,4000,12.23,1629.9,0.407,2128.3,Calm,Fuel A,7.25,20.94,151.82
Vessel C,4000,11.78,3892.5,0.973,827.9,Moderate,Green Fuel,2.93,32.2,94.27
Vessel D,9000,13.62,8955.7,0.995,2363.6,Rough,Fuel B,7.23,61.98,448.02
Vessel B,7000,14.46,5492.6,0.785,2007.1,Calm,Fuel A,5.78,45.82,264.97
Vessel D,9000,16.3,6113.7,0.679,3505.9,Calm,Green Fuel,8.96,81.35,728.97
Vessel A,5000,18.44,3197.3,0.639,3532.9,Calm,Fuel A,7.98,91.89,733.46
Vessel D,9000,18.56,5341.9,0.594,2185.3,Calm,Fuel B,4.9,99.55,488.26
Vessel B,7000,18.67,3564.6,0.509,1576.6,Moderate,Fuel A,3.52,106.75,375.7
Vessel C,4000,13.71,3448.1,0.862,3833.0,Moderate,Green Fuel,11.65,48.06,560.05
Vessel D,9000,21.95,2228.2,0.248,3418.5,Calm,Fuel A,6.49,136.36,885.01
Vessel A,5000,21.6,1883.0,0.377,2012.0,Moderate,Fuel B,3.88,140.96,547.04
Vessel A,5000,8.43,4488.2,0.898,2649.0,Moderate,Fuel B,13.1,10.14,132.75
Vessel C,4000,10.95,3863.8,0.966,962.5,Calm,Green Fuel,3.66,24.25,88.81
Vessel B,7000,19.6,3049.9,0.436,1498.8,Calm,Fuel A,3.19,99.9,318.33
Vessel A,5000,18.55,4075.7,0.815,3560.8,Moderate,Green Fuel,8.0,123.01,983.95
Vessel C,4000,16.59,1083.5,0.271,1265.3,Moderate,Fuel B,3.18,54.37,172.76
Vessel B,7000,19.32,6707.1,0.958,583.6,Calm,Fuel A,1.26,116.04,146.08
Vessel B,7000,12.19,1830.4,0.261,1120.5,Moderate,Fuel B,3.83,22.29,85.35
Vessel B,7000,13.64,3053.6,0.436,1725.0,Calm,Green Fuel,5.27,38.31,201.87
Vessel C,4000,21.01,2096.3,0.524,2416.4,Rough,Fuel A,4.79,155.72,746.24
Vessel B,7000,21.71,4779.6,0.683,3086.5,Calm,Fuel A,5.92,173.59,1028.48
Vessel C,4000,20.44,2409.9,0.602,3321.4,Moderate,Fuel B,6.77,135.74,919.01
Vessel B,7000,11.39,5398.1,0.771,2299.5,Rough,Green Fuel,8.41,37.14,312.51
Vessel C,4000,9.68,3733.7,0.933,802.8,Moderate,Green Fuel,3.46,16.2,55.97
Vessel A,5000,12.45,1000.5,0.2,2917.1,Moderate,Fuel B,9.77,23.89,233.34
Vessel B,7000,17.9,1751.1,0.25,1493.4,Rough,Fuel A,3.48,93.33,324.48
Vessel B,7000,12.39,5818.0,0.831,1805.1,Rough,Fuel A,6.07,39.98,242.74
Vessel B,7000,13.28,6798.8,0.971,360.7,Calm,Fuel B,1.13,43.27,48.96
Vessel A,5000,17.85,1017.5,0.203,3526.9,Calm,Fuel A,8.23,62.85,517.34
Vessel A,5000,21.52,4044.2,0.809,3787.1,Rough,Green Fuel,7.33,223.08,1635.4
Vessel C,4000,17.02,954.2,0.239,2101.5,Calm,Green Fuel,5.15,51.3,263.96
Vessel A,5000,14.66,1443.9,0.289,1605.3,Moderate,Green Fuel,4.56,47.87,218.37
Vessel C,4000,18.08,1987.7,0.497,3544.6,Rough,Fuel B,8.17,91.92,751.11
Vessel A,5000,19.15,4016.1,0.803,719.1,Calm,Fuel A,1.56,117.78,184.3
Vessel D,9000,21.64,2175.8,0.242,957.0,Moderate,Fuel B,1.84,147.68,272.07
Vessel D,9000,9.19,2109.7,0.234,623.7,Moderate,Fuel A,2.83,9.92,28.03
Vessel A,5000,17.63,1967.6,0.394,273.4,Rough,Fuel B,0.65,87.61,56.61
Vessel D,9000,21.28,2026.2,0.225,2217.6,Moderate,Fuel B,4.34,131.78,572.09
Vessel C,4000,20.29,933.3,0.233,1385.1,Calm,Fuel A,2.84,87.99,250.3
Vessel D,9000,11.74,3382.6,0.376,2386.4,Calm,Green Fuel,8.47,24.89,210.79
Vessel A,5000,9.68,2062.3,0.412,1498.9,Calm,Fuel A,6.45,10.95,70.6
Vessel C,4000,15.25,1913.9,0.478,2719.4,Calm,Green Fuel,7.43,50.97,378.64
Vessel C,4000,8.33,3675.4,0.919,1306.3,Moderate,Fuel A,6.53,9.97,65.16
Vessel A,5000,13.57,2211.7,0.442,3762.0,Calm,Fuel A,11.55,30.83,356.08
Vessel D,9000,14.63,2216.5,0.246,1108.8,Rough,Fuel A,3.16,61.32,193.59
Vessel D,9000,21.88,5720.3,0.636,1589.6,Rough,Fuel B,3.03,211.02,638.81
Vessel B,7000,20.55,6144.3,0.878,758.5,Calm,Green Fuel,1.54,160.51,246.89
Vessel A,5000,15.38,4625.7,0.925,1187.6,Calm,Green Fuel,3.22,68.68,220.96
Vessel D,9000,18.15,5679.5,0.631,436.4,Calm,Fuel B,1.0,93.76,93.93
Vessel A,5000,21.03,2989.2,0.598,1779.4,Calm,Fuel B,3.53,134.18,473.08
Vessel D,9000,15.01,6693.3,0.744,3728.9,Calm,Fuel B,10.35,54.36,562.75
Vessel B,7000,14.44,4460.8,0.637,2331.3,Moderate,Fuel B,6.73,49.66,334.2
Vessel A,5000,8.7,4374.6,0.875,2203.5,Rough,Fuel A,10.55,14.92,157.49
Vessel C,4000,11.39,3874.0,0.969,2093.3,Calm,Green Fuel,7.66,26.59,203.62
Vessel B,7000,15.97,2853.4,0.408,869.2,Moderate,Green Fuel,2.27,66.67,151.14
Vessel B,7000,16.71,6894.6,0.985,2982.1,Calm,Green Fuel,7.43,101.88,757.46
Vessel C,4000,15.3,3927.4,0.982,3446.0,Moderate,Fuel A,9.38,59.35,556.94
Vessel B,7000,18.06,2785.1,0.398,3169.1,Moderate,Green Fuel,7.31,98.14,717.69
Vessel A,5000,8.13,2428.1,0.486,3258.1,Rough,Fuel B,16.7,9.57,159.89
Vessel A,5000,11.11,2286.7,0.457,1164.5,Rough,Green Fuel,4.37,24.79,108.27
Vessel D,9000,17.27,2653.2,0.295,3694.2,Calm,Green Fuel,8.91,69.46,618.97
Vessel C,4000,14.93,2440.7,0.61,1691.3,Moderate,Green Fuel,4.72,54.38,256.74
Vessel A,5000,14.22,2102.2,0.42,1153.8,Moderate,Fuel A,3.38,40.54,137.06
Vessel D,9000,16.03,4792.3,0.532,928.1,Rough,Fuel A,2.41,76.51,184.51
Vessel A,5000,11.2,4825.3,0.965,1054.6,Calm,Fuel A,3.92,23.7,92.98
Vessel D,9000,16.14,4943.6,0.549,1440.1,Moderate,Green Fuel,3.72,79.3,294.77
Vessel C,4000,20.52,3828.7,0.957,3099.8,Rough,Fuel A,6.3,181.01,1139.5
Vessel C,4000,14.67,2392.1,0.598,1170.2,Calm,Fuel A,3.32,43.42,144.31
Vessel B,7000,10.9,1798.5,0.257,3542.1,Calm,Green Fuel,13.54,15.8,213.95
Vessel A,5000,13.73,4243.5,0.849,2961.6,Rough,Fuel A,8.99,52.17,468.79
Vessel D,9000,10.12,8106.4,0.901,3737.8,Moderate,Green Fuel,15.39,25.41,391.01
Vessel C,4000,9.79,3249.7,0.812,433.1,Calm,Fuel A,1.84,14.94,27.54
Vessel D,9000,11.17,3990.2,0.443,3554.4,Calm,Green Fuel,13.26,21.43,284.2
Vessel B,7000,18.21,6814.3,0.973,2634.4,Calm,Green Fuel,6.03,132.01,795.69
Vessel B,7000,12.24,3221.7,0.46,1231.5,Moderate,Green Fuel,4.19,30.28,126.93
Vessel A,5000,13.19,4607.8,0.922,1037.9,Rough,Green Fuel,3.28,55.66,182.46
Vessel D,9000,17.25,2364.9,0.263,278.6,Moderate,Fuel B,0.67,79.18,53.26
Vessel B,7000,18.93,4669.1,0.667,2031.1,Rough,Fuel B,4.47,139.79,624.97
Vessel C,4000,18.0,3228.8,0.807,2892.3,Calm,Fuel A,6.69,84.89,568.26
Vessel C,4000,13.17,3785.4,0.946,2914.4,Rough,Green Fuel,9.22,54.4,501.6
Vessel C,4000,9.75,3521.5,0.88,3266.9,Calm,Fuel B,13.96,13.62,190.11
Vessel A,5000,9.99,1853.6,0.371,3454.8,Moderate,Fuel A,14.41,14.37,207.01
Vessel C,4000,14.09,2557.8,0.639,819.5,Calm,Fuel B,2.42,38.63,93.59
Vessel D,9000,13.42,8327.3,0.925,3388.2,Calm,Green Fuel,10.52,50.35,529.67
Vessel D,9000,15.83,5407.8,0.601,3874.7,Moderate,Fuel A,10.2,72.6,740.68
Vessel C,4000,14.01,1788.3,0.447,3853.8,Moderate,Fuel A,11.46,37.66,431.49
Vessel A,5000,10.2,2239.2,0.448,2756.3,Calm,Fuel B,11.26,13.0,146.29
Vessel A,5000,8.99,2251.5,0.45,3364.8,Rough,Fuel B,15.59,11.68,182.1
Vessel A,5000,8.28,2562.7,0.513,3753.0,Calm,Fuel A,18.89,7.64,144.24
Vessel A,5000,18.26,2618.1,0.524,1552.2,Calm,Green Fuel,3.54,88.61,313.91
Vessel B,7000,12.65,1716.9,0.245,2638.6,Calm,Fuel A,8.69,23.8,206.8
Vessel B,7000,18.27,2050.7,0.293,2484.2,Moderate,Fuel B,5.67,82.18,465.6
Vessel B,7000,10.51,6835.8,0.977,2310.9,Calm,Fuel B,9.16,20.25,185.53
Vessel B,7000,17.86,3767.3,0.538,1204.2,Calm,Green Fuel,2.81,91.28,256.39
Vessel D,9000,16.83,5757.2,0.64,2493.8,Moderate,Fuel B,6.17,76.88,474.67
Vessel C,4000,10.41,3761.7,0.94,549.9,Calm,Fuel A,2.2,19.42,42.73
Vessel C,4000,15.75,2853.2,0.713,1153.4,Moderate,Fuel B,3.05,63.33,193.26
Vessel B,7000,14.31,5163.5,0.738,1230.2,Moderate,Green Fuel,3.58,61.57,220.53
Vessel A,5000,9.64,2796.3,0.559,2998.8,Moderate,Green Fuel,12.96,15.17,196.64
Vessel D,9000,8.09,7360.6,0.818,2784.4,Moderate,Fuel B,14.33,10.12,145.07
Vessel D,9000,21.11,5702.3,0.634,1716.3,Rough,Fuel B,3.39,196.6,666.1
Vessel A,5000,16.64,3957.6,0.792,587.2,Calm,Fuel B,1.47,69.17,101.7
Vessel C,4000,20.46,1069.8,0.267,1183.1,Rough,Green Fuel,2.41,132.19,318.49
Vessel A,5000,15.18,2753.5,0.551,2278.1,Rough,Fuel A,6.25,67.36,421.27
Vessel A,5000,9.28,1797.1,0.359,312.1,Rough,Green Fuel,1.4,14.95,20.95
Vessel A,5000,11.0,2083.2,0.417,1944.0,Calm,Green Fuel,7.36,19.23,141.57
Vessel C,4000,16.33,1991.0,0.498,3259.3,Calm,Fuel B,8.32,57.21,475.88
Vessel C,4000,14.91,1706.6,0.427,2543.8,Moderate,Green Fuel,7.11,50.56,359.44
Vessel B,7000,12.08,5716.2,0.817,2420.9,Moderate,Fuel A,8.35,34.78,290.38
Vessel A,5000,12.67,4460.8,0.892,2732.6,Rough,Fuel A,8.99,42.94,385.89
Vessel A,5000,20.23,3551.8,0.71,2667.4,Rough,Fuel B,5.49,170.9,938.81
Vessel A,5000,18.98,2677.6,0.536,2475.6,Moderate,Green Fuel,5.44,115.04,625.33
Vessel C,4000,8.79,2371.5,0.593,1267.9,Rough,Green Fuel,6.01,11.87,71.4
Vessel C,4000,13.74,2896.6,0.724,625.1,Calm,Fuel B,1.9,38.55,73.1
Vessel D,9000,17.3,8148.2,0.905,619.6,Rough,Green Fuel,1.49,141.79,211.62
Vessel A,5000,8.11,4698.2,0.94,2235.1,Moderate,Fuel B,11.48,8.75,100.43
Vessel D,9000,20.22,7762.4,0.862,3820.7,Calm,Green Fuel,7.87,154.38,1215.63
Vessel D,9000,16.85,4489.3,0.499,1410.7,Calm,Fuel A,3.49,70.8,246.96
Vessel A,5000,20.02,3707.8,0.742,1955.0,Rough,Green Fuel,4.07,186.47,758.6
Vessel B,7000,14.15,4819.1,0.688,1762.2,Calm,Fuel A,5.19,42.91,222.66
Vessel D,9000,9.65,2990.0,0.332,2221.2,Calm,Fuel B,9.59,13.04,125.08
Vessel D,9000,15.21,2961.8,0.329,1774.0,Calm,Fuel A,4.86,49.96,242.78
Vessel B,7000,12.96,1989.9,0.284,1005.2,Calm,Fuel A,3.23,27.82,89.91
Vessel C,4000,11.43,984.7,0.246,1475.6,Calm,Green Fuel,5.38,17.94,96.46
Vessel C,4000,15.8,2130.5,0.533,2780.1,Moderate,Green Fuel,7.33,66.51,487.71
Vessel D,9000,17.83,3036.2,0.337,2277.4,Moderate,Green Fuel,5.32,93.06,495.28
Vessel C,4000,9.62,2738.0,0.685,1868.6,Calm,Fuel A,8.1,12.3,99.62
Vessel D,9000,17.69,3285.0,0.365,2779.8,Calm,Fuel A,6.55,80.25,525.46
Vessel C,4000,8.97,2317.6,0.579,1043.2,Moderate,Fuel A,4.85,11.22,54.37
Vessel B,7000,11.55,1455.9,0.208,1967.2,Moderate,Fuel A,7.1,19.9,141.25
Vessel D,9000,12.67,7499.2,0.833,3318.3,Moderate,Green Fuel,10.91,45.9,500.81
Vessel A,5000,20.36,2865.2,0.573,2661.5,Calm,Fuel B,5.45,103.95,566.32
Vessel D,9000,21.55,2279.3,0.253,1911.8,Moderate,Fuel A,3.7,143.73,531.22
Vessel A,5000,19.25,2733.9,0.547,362.8,Rough,Green Fuel,0.79,134.28,105.43
Vessel B,7000,13.22,1784.8,0.255,1604.0,Calm,Green Fuel,5.06,30.99,156.74
Vessel C,4000,17.19,3068.1,0.767,3359.2,Calm,Green Fuel,8.14,78.58,639.64
Vessel C,4000,19.26,3273.0,0.818,2407.9,Moderate,Fuel A,5.21,123.96,645.62
Vessel A,5000,16.17,4127.8,0.826,2774.4,Moderate,Green Fuel,7.15,84.28,602.45
Vessel C,4000,10.38,1423.9,0.356,803.0,Rough,Fuel A,3.22,15.87,51.15
Vessel D,9000,18.62,6099.5,0.678,2399.5,Moderate,Fuel B,5.37,109.19,586.23
Vessel B,7000,13.81,5391.6,0.77,904.4,Calm,Green Fuel,2.73,49.11,134.02
Vessel A,5000,11.01,2699.4,0.54,914.1,Rough,Green Fuel,3.46,26.53,91.8
Vessel D,9000,14.21,5045.6,0.561,1233.4,Rough,Fuel A,3.62,57.9,209.34
Vessel B,7000,15.47,4965.9,0.709,1433.1,Moderate,Fuel A,3.86,62.41,240.99
Vessel B,7000,11.9,5066.4,0.724,2715.5,Rough,Fuel B,9.51,33.5,318.54
Vessel C,4000,19.5,2276.9,0.569,2856.0,Rough,Fuel B,6.1,115.26,703.3
Vessel A,5000,14.5,2056.0,0.411,3332.4,Moderate,Green Fuel,9.58,41.07,393.36
Vessel D,9000,8.55,6601.3,0.733,3574.8,Calm,Fuel B,17.43,10.9,189.96
Vessel D,9000,17.33,2479.2,0.275,2391.5,Moderate,Fuel A,5.75,74.97,430.92
Vessel D,9000,21.54,7751.9,0.861,3043.1,Rough,Fuel A,5.89,247.88,1459.02
Vessel A,5000,14.52,3284.6,0.657,694.3,Calm,Fuel A,1.99,45.12,89.89
Vessel D,9000,20.48,7914.1,0.879,1388.6,Moderate,Fuel B,2.82,159.02,449.14
Vessel B,7000,8.24,6533.0,0.933,3381.1,Moderate,Green Fuel,17.1,12.69,216.98
Vessel C,4000,8.07,3802.9,0.951,2430.4,Moderate,Fuel A,12.54,9.23,115.7
Vessel C,4000,18.26,2963.6,0.741,1069.7,Calm,Fuel A,2.44,86.61,211.38
Vessel C,4000,20.16,2013.2,0.503,2605.7,Calm,Fuel A,5.39,86.79,467.46
Vessel B,7000,17.09,5904.7,0.844,2115.2,Moderate,Fuel A,5.16,87.04,448.8
Vessel D,9000,14.37,6658.5,0.74,618.2,Moderate,Fuel B,1.79,55.87,100.17
Vessel C,4000,17.67,3030.8,0.758,2307.8,Moderate,Fuel B,5.44,88.06,479.16
Vessel A,5000,16.9,3397.2,0.679,1929.7,Calm,Fuel B,4.76,72.47,344.71
Vessel B,7000,8.85,5238.2,0.748,2858.6,Calm,Green Fuel,13.46,12.83,172.77
Vessel D,9000,14.37,6737.0,0.749,1727.2,Rough,Fuel B,5.01,66.98,335.49
Vessel B,7000,17.0,1839.9,0.263,397.6,Moderate,Green Fuel,0.97,68.58,66.84
Vessel D,9000,8.93,3461.7,0.385,3555.1,Rough,Green Fuel,16.59,13.67,226.69
Vessel A,5000,21.67,3733.8,0.747,1288.8,Calm,Green Fuel,2.48,175.85,435.84
Vessel C,4000,9.75,1441.8,0.36,2566.0,Calm,Fuel A,10.96,10.6,116.19
Vessel C,4000,18.86,1209.4,0.302,3906.3,Calm,Fuel A,8.63,76.03,656.06
Vessel A,5000,17.37,4567.6,0.914,1665.3,Calm,Fuel B,3.99,82.66,330.21
Vessel B,7000,21.19,1819.0,0.26,3944.2,Moderate,Green Fuel,7.75,129.3,1002.66
Vessel A,5000,21.55,2759.0,0.552,1439.8,Calm,Green Fuel,2.78,141.1,392.82
Vessel D,9000,19.57,4432.3,0.492,437.7,Calm,Fuel A,0.93,108.58,101.18
Vessel A,5000,10.38,4593.0,0.919,3485.7,Moderate,Fuel B,13.99,17.49,244.64
Vessel D,9000,16.64,2923.1,0.325,2120.9,Moderate,Fuel B,5.31,67.03,355.95
Vessel B,7000,12.36,1417.6,0.203,512.6,Calm,Green Fuel,1.73,21.83,37.71
Vessel A,5000,18.01,2127.7,0.426,2955.0,Calm,Fuel B,6.84,70.18,479.72
Vessel D,9000,15.66,8940.8,0.993,1392.7,Moderate,Fuel B,3.71,86.68,321.17
Vessel A,5000,18.71,4761.7,0.952,2059.7,Calm,Fuel A,4.59,110.54,506.96
Vessel D,9000,17.18,5829.0,0.648,644.6,Moderate,Green Fuel,1.56,100.23,156.66
Vessel C,4000,14.36,3239.8,0.81,3581.6,Calm,Fuel A,10.4,44.12,458.65
Vessel A,5000,10.46,3270.9,0.654,3504.5,Moderate,Fuel B,13.96,18.12,253.01
Vessel D,9000,13.21,6564.0,0.729,3447.9,Calm,Fuel B,10.87,38.43,417.93
Vessel A,5000,11.9,1874.8,0.375,3632.1,Calm,Fuel B,12.72,21.76,276.72
Vessel C,4000,16.0,1257.6,0.314,3767.8,Calm,Green Fuel,9.81,55.68,546.44
